"Restaurant_id","Url","Restaurant_name","Restaurant_type","Rating_average","Num_of_reviews","Phone","Price_level","Address","Latitude","Longitude","Crawl_date","Accessibility","Amenities","Atmosphere","Children","Crowd","Dining Options","From The Business","Highlights","Offerings","Parking","Payments","Pets","Planning","Popular For","Service Options"
"126","https://www.google.com/maps/place/LoCo+Restaurant+-+Danang+seafood+restaurant+-+%EB%8B%A4%EB%82%AD+%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91/data=!4m7!3m6!1s0x31421977569bbd1f:0xa664a343c71a38a1!8m2!3d16.0715002!4d108.2241655!16s%2Fg%2F11lh55xbhg!19sChIJH72bVncZQjERoTgax0OjZKY?authuser=0&hl=en&rclk=1","LoCo Restaurant - Danang seafood restaurant - 다낭 레스토랑","Restaurant","4.8",2611,"0906456785","₫₫","1C Đ. Lê Duẩn, P, Hải Châu, Đà Nẵng 550000",16.0715625,108.2241875,"10/1/2025 14:59","[""Has wheelchair-accessible toilet""]","[""Has gender-neutral toilets"", ""Has toilet"", ""Has Wi-Fi"", ""Free Wi-Fi""]","[""Casual"", ""Cosy"", ""Trendy""]","[""Good for kids"", ""Has kids' menu""]","[""Family friendly"", ""Good for groups"", ""LGBTQ+ friendly"", ""Popular with tourists"", ""Transgender safe space"", ""Popular with university students""]","[""Serves brunch"", ""Serves lunch"", ""Serves dinner"", ""Has catering"", ""Has counter service"", ""Serves dessert"", ""Has seating"", ""Has table service""]","[]","[""Has great beer selection"", ""Serves great cocktails"", ""Serves great dessert"", ""Has live music"", ""Good for watching sport""]","[""Serves alcohol"", ""Serves beer"", ""Serves cocktails"", ""Serves happy-hour drinks"", ""Serves happy-hour food"", ""Serves late-night food"", ""Has private dining room"", ""Serves small plates"", ""Serves spirits"", ""Serves wine""]","[""Free of charge street parking"", ""Free parking lot"", ""Plenty of parking""]","[""Accepts credit cards"", ""Accepts debit cards"", ""Accepts NFC mobile payments"", ""Credit cards""]","[]","[""Dinner reservations recommended"", ""Accepts reservations""]","[""Popular for lunch"", ""Popular for dinner"", ""Good for solo dining""]","[""Has outdoor seating"", ""Has no-contact delivery"", ""Offers delivery"", ""Has drive-through"", ""Offers takeaway"", ""Serves dine-in""]"
"127","https://www.google.com/maps/place/Pause+and+Enjoy+Da+Nang-+%ED%8F%AC%EC%A6%88+%EC%95%A4+%EC%97%94%EC%A1%B0%EC%9D%B4/data=!4m7!3m6!1s0x3142192132b38f29:0xee808906b563bf3b!8m2!3d16.0696319!4d108.2229778!16s%2Fg%2F11lp2zdmlk!19sChIJKY-zMiEZQjERO79jtQaJgO4?authuser=0&hl=en&rclk=1","Pause and Enjoy Da Nang- 포즈 앤 엔조이","Vietnamese restaurant","5.0",1349,"0838666771","₫100–200K","17 Yên Bái, str, Hải Châu, Đà Nẵng 550000",16.0696875,108.2229375,"2025-10-03 14:13:53","[""Has wheelchair-accessible car park"", ""Has wheelchair-accessible seating"", "" Does not have assistive hearing loop"", ""No wheelchair-accessible entrance"", ""No wheelchair-accessible toilet""]","[""Has bar on site"", ""Has gender-neutral toilets"", ""Has toilet"", ""Has Wi-Fi"", ""Free Wi-Fi""]","[""Casual"", ""Cosy"", ""Quiet""]","[""Good for kids"", ""High chairs available""]","[""Family friendly"", ""Good for groups"", ""LGBTQ+ friendly"", ""Transgender safe space""]","[""Serves brunch"", ""Serves lunch"", ""Serves dinner"", ""Has catering"", ""Has counter service"", ""Serves dessert"", ""Has seating"", ""Has table service""]","[]","[""Has great beer selection""]","[""Serves alcohol"", ""Always offers all that you can eat"", ""Serves beer"", ""Serves cocktails"", ""Serves coffee"", ""Quick bite"", ""Serves small plates"", ""Serves spirits"", ""Serves vegetarian dishes"", ""Serves wine""]","[""Difficult to find a space""]","[""Accepts cheques"", ""Accepts credit cards"", ""Credit cards""]","[""Dogs allowed outside""]","[""Accepts reservations""]","[""Popular for lunch"", ""Good for solo dining""]","[""Has outdoor seating"", ""Offers takeaway"", ""Serves dine-in""]"
"128","https://www.google.com/maps/place/Brilliant+Top+Bar/data=!4m7!3m6!1s0x314219d6630ab71f:0xb8a758479fc0ac70!8m2!3d16.0667018!4d108.2246507!16s%2Fg%2F11h7jbwzws!19sChIJH7cKY9YZQjERcKzAn0dYp7g?authuser=0&hl=en&rclk=1","Brilliant Top Bar","Bar","4.7",521,"0912196347","","162 Bạch Đằng, Hải Châu, Đà Nẵng 550000",16.0666875,108.2246875,"2025-10-03 14:14:08","[""Has wheelchair-accessible car park"", ""Has wheelchair-accessible entrance"", ""Has wheelchair-accessible seating"", "" Does not have assistive hearing loop"", ""No wheelchair-accessible toilet""]","[""Has toilet"", ""Has Wi-Fi"", ""Free Wi-Fi""]","[""Casual"", ""Cosy"", ""Romantic"", ""Trendy"", ""Upmarket""]","[]","[""Good for groups"", ""LGBTQ+ friendly"", ""Popular with tourists""]","[""Has seating"", ""Has table service""]","[]","[""Has great beer selection"", ""Serves great cocktails"", ""Has great wine list"", ""Has live music"", ""Has live performances"", ""Has rooftop seating""]","[""Serves alcohol"", ""Serves beer"", ""Serves cocktails"", ""Serves food"", ""Serves food at bar"", ""Serves happy-hour drinks"", ""Serves happy-hour food"", ""Serves spirits"", ""Serves wine""]","[""Free of charge street parking"", ""Free parking lot"", ""Plenty of parking""]","[""Accepts credit cards"", ""Accepts debit cards"", ""Accepts NFC mobile payments"", ""Credit cards""]","[]","[""Accepts reservations""]","[""Good for solo dining""]","[""Has outdoor seating"", ""Serves dine-in""]"
"129","https://www.google.com/maps/place/MUDAN+HOTPOT+RESTAURANT/data=!4m7!3m6!1s0x31421939854813eb:0xb8b7383ecb72b5aa!8m2!3d16.0625929!4d108.2196419!16s%2Fg%2F11hyk21p85!19sChIJ6xNIhTkZQjERqrVyyz44t7g?authuser=0&hl=en&rclk=1","MUDAN HOTPOT RESTAURANT","Hot pot restaurant","4.5",280,"0902334455","","166 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng 550000",16.0625625,108.21968749999999,"9/29/2025 9:25","[]","[""Has toilet""]","[""Cosy""]","[""Good for kids""]","[""Family friendly"", ""Good for groups"", ""LGBTQ+ friendly"", ""Popular with tourists"", ""Transgender safe space""]","[""Serves lunch"", ""Serves dinner"", ""Has catering"", ""Serves dessert"", ""Has table service""]","[]","[]","[""Serves alcohol"", ""Always offers all that you can eat"", ""Serves beer"", ""Serves small plates""]","[""Free multi-storey car park"", ""Free of charge street parking"", ""Free parking lot"", ""On-site parking"", ""Plenty of parking""]","[""Accepts credit cards"", ""Accepts debit cards"", ""Accepts NFC mobile payments"", ""Credit cards""]","[]","[""Dinner reservations recommended"", ""Accepts reservations""]","[""Popular for lunch"", ""Popular for dinner""]","[""Offers takeaway"", ""Serves dine-in""]"
"130","https://www.google.com/maps/place/Burger+King/data=!4m7!3m6!1s0x3142196f2f0ebc5d:0x376ea48720e5e3d1!8m2!3d16.0532105!4d108.2026954!16s%2Fg%2F11lg2lwntr!19sChIJXbwOL28ZQjER0ePlIIekbjc?authuser=0&hl=en&rclk=1","Burger King","Hamburger restaurant","3.5",613,"0906396602","₫₫","International Airport, FB06 , 2nd floor, international departure Airside, Ward, Hòa Thuận Tây, Hải Châu, Đà Nẵng",16.0531875,108.2026875,"10/1/2025 15:00","[""Has wheelchair-accessible toilet""]","[""Has toilet""]","[""Casual""]","[""Good for kids"", ""Has kids' menu""]","[""Good for groups"", ""Popular with tourists""]","[""Serves breakfast"", ""Serves brunch"", ""Serves lunch"", ""Serves dinner"", ""Has catering"", ""Serves dessert"", ""Has table service""]","[]","[""Serves great dessert""]","[""Serves coffee"", ""Quick bite""]","[]","[""Accepts credit cards"", ""Accepts debit cards"", ""Accepts NFC mobile payments""]","[]","[""Accepts reservations""]","[""Popular for breakfast"", ""Popular for lunch"", ""Popular for dinner"", ""Good for solo dining""]","[""Offers delivery"", ""Offers takeaway"", ""Serves dine-in""]"
"131","https://www.google.com/maps/place/Hoa+Vi%C3%AAn+Restaurant+-+100+Ti%E1%BB%83u+La,+%C4%90%C3%A0+N%E1%BA%B5ng/data=!4m7!3m6!1s0x314219bf605e3237:0xc1d0ac3fda7c455d!8m2!3d16.044525!4d108.2126843!16s%2Fg%2F11qrfxnvsw!19sChIJNzJeYL8ZQjERXUV82j-s0ME?authuser=0&hl=en&rclk=1","Hoa Viên Restaurant - 100 Tiểu La, Đà Nẵng","Seafood restaurant","4.0",256,"0906522664","₫300–400K","100 Tiểu La, Hòa Thuận Nam, Hải Châu, Đà Nẵng 550000",16.044562499999998,108.2126875,"2025-10-03 14:14:27","[]","[]","[]","[]","[]","[""Serves lunch""]","[]","[]","[]","[]","[]","[]","[]","[]","[""Offers delivery"", ""Offers takeaway"", ""Serves dine-in""]"
"132","https://www.google.com/maps/place/Don+Cipriani%27s+Restaurant+-+Furama+resort+Danang/data=!4m7!3m6!1s0x3142177dbd7d8345:0xe5f0217b477743f0!8m2!3d16.039455!4d108.249811!16s%2Fg%2F11h5_vyp7f!19sChIJRYN9vX0XQjER8EN3R3sh8OU?authuser=0&hl=en&rclk=1","Don Cipriani's Restaurant - Furama resort Danang","Italian restaurant","4.9",145,"02363847333","","Furama Resort, 105 Đường võ nguyên giáp, street, Ngũ Hành Sơn, Đà Nẵng 55000",16.0394375,108.2498125,"2025-10-03 14:14:31","[]","[""Has bar on site"", ""Has gender-neutral toilets"", ""Has toilet"", ""Has Wi-Fi"", ""Free Wi-Fi""]","[""Cosy"", ""Romantic"", ""Trendy""]","[""Good for kids""]","[""Good for groups"", ""Popular with tourists""]","[""Serves breakfast"", ""Serves lunch"", ""Serves dinner"", ""Has catering"", ""Has counter service"", ""Serves dessert"", ""Has seating"", ""Has table service""]","[]","[""Serves great dessert"", ""Has great wine list""]","[""Serves alcohol"", ""Serves beer"", ""Serves cocktails"", ""Serves coffee"", ""Serves happy-hour food"", ""Serves small plates"", ""Serves spirits"", ""Serves vegan dishes"", ""Serves vegetarian dishes"", ""Serves wine""]","[""Free parking lot"", ""Plenty of parking""]","[""Accepts credit cards"", ""Accepts debit cards"", ""Accepts NFC mobile payments""]","[]","[""Accepts reservations""]","[""Popular for lunch"", ""Popular for dinner"", ""Good for solo dining""]","[""Has outdoor seating"", ""Offers delivery"", ""Offers takeaway"", ""Serves dine-in""]"
"133","https://www.google.com/maps/place/M%C3%AC+Qu%E1%BA%A3ng+Dung/data=!4m7!3m6!1s0x31421762dc1f32fb:0x920b530d6ceab726!8m2!3d16.049893!4d108.2402338!16s%2Fg%2F11c0xnhktx!19sChIJ-zIf3GIXQjERJrfqbA1TC5I?authuser=0&hl=en&rclk=1","Mì Quảng Dung","Noodle shop","4.4",890,"0948881085","₫1–100,000","121 Đỗ Bá, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng 550000",16.0499375,108.2401875,"2025-10-03 14:14:35","[""No wheelchair-accessible car park"", ""No wheelchair-accessible entrance""]","[""Has toilet""]","[""Casual""]","[]","[]","[""Has table service""]","[]","[]","[]","[""Free of charge street parking"", ""Free parking lot""]","[""Cash only""]","[""Dogs allowed""]","[]","[""Good for solo dining""]","[""Has no-contact delivery"", ""Offers delivery"", ""Offers takeaway"", ""Serves dine-in""]"
"134","https://www.google.com/maps/place/Riverside+Terrace+Restaurant/data=!4m7!3m6!1s0x3142196693e4a3bb:0x92c84d4b7ffa80e8!8m2!3d16.0632508!4d108.2302591!16s%2Fg%2F11vypz484z!19sChIJu6Pkk2YZQjER6ID6f0tNyJI?authuser=0&hl=en&rclk=1","Riverside Terrace Restaurant","Italian restaurant","4.9",1026,"0911500440","","493 Đ. Trần Hưng Đạo, An Hải Trung, Sơn Trà, Đà Nẵng 550000",16.063312500000002,108.2303125,"10/1/2025 15:00","[""Has wheelchair-accessible seating"", ""No wheelchair-accessible toilet""]","[""Has bar on site"", ""Has toilet""]","[""Cosy"", ""Romantic""]","[""Good for kids""]","[""Good for groups"", ""Popular with tourists""]","[""Serves lunch"", ""Serves dinner"", ""Has catering"", ""Serves dessert"", ""Has seating"", ""Has table service""]","[]","[""Has great beer selection"", ""Serves great cocktails"", ""Serves great coffee"", ""Serves great dessert"", ""Has great wine list""]","[""Serves alcohol"", ""Serves beer"", ""Serves cocktails"", ""Serves coffee"", ""Serves spirits"", ""Serves wine""]","[""Free of charge street parking"", ""Free parking lot"", ""Plenty of parking""]","[""Accepts credit cards"", ""Accepts debit cards"", ""Accepts NFC mobile payments""]","[]","[""Accepts reservations""]","[""Popular for lunch"", ""Popular for dinner"", ""Good for solo dining""]","[""Has outdoor seating"", ""Offers delivery"", ""Offers takeaway"", ""Serves dine-in""]"
"135","https://www.google.com/maps/place/Pink+Salt+Restaurant/data=!4m7!3m6!1s0x31421bd67d60964f:0xe117a8d6a3bcd740!8m2!3d16.066905!4d108.2445128!16s%2Fg%2F11vf1bxgkn!19sChIJT5ZgfdYbQjERQNe8o9aoF-E?authuser=0&hl=en&rclk=1","Pink Salt Restaurant","Fusion restaurant","4.9",1683,"0898201090","","79 Hà Bổng, Phước Mỹ, Sơn Trà, Đà Nẵng 50000",16.0669375,108.2445625,"2025-10-03 14:14:44","[""Has wheelchair-accessible entrance"", ""Has wheelchair-accessible seating"", ""Has wheelchair-accessible toilet""]","[""Has bar on site"", ""Has toilet"", ""Has Wi-Fi"", ""Free Wi-Fi""]","[""Cosy"", ""Quiet"", ""Romantic"", ""Trendy"", ""Upmarket""]","[""Good for kids"", ""High chairs available""]","[""Good for groups"", ""Popular with tourists""]","[""Serves lunch"", ""Serves dinner"", ""Serves dessert"", ""Has seating"", ""Has table service""]","[]","[""Serves great cocktails"", ""Serves great coffee"", ""Serves great dessert"", ""Has great wine list"", ""Has rooftop seating""]","[""Serves alcohol"", ""Always offers all that you can eat"", ""Serves beer"", ""Serves cocktails"", ""Serves coffee"", ""Serves late-night food"", ""Serves small plates"", ""Serves spirits"", ""Serves wine""]","[""Free parking lot"", ""Plenty of parking""]","[""Accepts credit cards"", ""Accepts debit cards"", ""Accepts NFC mobile payments"", ""Credit cards""]","[]","[""Dinner reservations recommended"", ""Accepts reservations""]","[""Popular for lunch"", ""Popular for dinner"", ""Good for solo dining""]","[""Has outdoor seating"", ""Serves dine-in"", ""No delivery""]"
"136","https://www.google.com/maps/place/Breakfast+buffet+at+Lotus+Wine+%26+Dine+Restaurant+of+Royal+Lotus+Hotel+Da+Nang/data=!4m7!3m6!1s0x3142177c42f614b7:0xb7d2362c9f59819c!8m2!3d16.0545346!4d108.242245!16s%2Fg%2F11f57j56w9!19sChIJtxT2QnwXQjERnIFZnyw20rc?authuser=0&hl=en&rclk=1","Breakfast buffet at Lotus Wine & Dine Restaurant of Royal Lotus Hotel Da Nang","Restaurant","4.5",15,"02366261999","","120A Nguyễn Văn Thoại, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng 550000",16.054562500000003,108.2421875,"9/29/2025 9:25","[""Has wheelchair-accessible car park"", ""Has wheelchair-accessible entrance"", ""Has wheelchair-accessible toilet""]","[""Has gender-neutral toilets"", ""Has toilet"", ""Has Wi-Fi"", ""Free Wi-Fi""]","[""Casual"", ""Cosy""]","[""Good for kids"", ""High chairs available"", ""Has kids' menu""]","[""Family friendly"", ""Good for groups"", ""Popular with tourists"", ""Transgender safe space""]","[""Serves breakfast"", ""Serves brunch"", ""Serves lunch"", ""Serves dinner"", ""Has catering"", ""Serves dessert"", ""Has seating"", ""Has table service""]","[]","[""Serves great coffee"", ""Serves great dessert"", ""Has live music""]","[""Serves alcohol"", ""Always offers all that you can eat"", ""Serves beer"", ""Serves cocktails"", ""Serves coffee"", ""Has salad bar"", ""Serves spirits"", ""Serves vegetarian dishes"", ""Serves wine""]","[""Free of charge street parking""]","[""Accepts credit cards"", ""Accepts debit cards"", ""Accepts NFC mobile payments"", ""Credit cards""]","[]","[""Accepts reservations""]","[""Popular for lunch"", ""Popular for dinner"", ""Good for solo dining""]","[""Offers takeaway"", ""Serves dine-in""]"
"137","https://www.google.com/maps/place/The+Nomad+Kitchen/data=!4m7!3m6!1s0x314217ba67f110c9:0xb08b0bde0bae84ee!8m2!3d16.050789!4d108.246379!16s%2Fg%2F11qt0s0yz2!19sChIJyRDxZ7oXQjER7oSuC94Li7A?authuser=0&hl=en&rclk=1","The Nomad Kitchen","Mediterranean restaurant","4.7",902,"0961061173","₫200–300K","21-23 An Thượng 32, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng 550000",16.0508125,108.2464375,"2025-10-03 14:14:53","[""Has assistive hearing loop"", ""Has wheelchair-accessible entrance""]","[""Has toilet"", ""Has Wi-Fi"", ""Free Wi-Fi""]","[""Casual"", ""Cosy"", ""Quiet"", ""Trendy""]","[""Good for kids""]","[""Family friendly"", ""Good for groups"", ""LGBTQ+ friendly"", ""Popular with tourists"", ""Transgender safe space""]","[""Serves breakfast"", ""Serves brunch"", ""Serves lunch"", ""Serves dinner"", ""Has catering"", ""Serves dessert"", ""Has seating"", ""Has table service""]","[]","[""Has great beer selection"", ""Serves great cocktails"", ""Serves great coffee"", ""Serves great dessert"", ""Has great wine list""]","[""Serves alcohol"", ""Serves beer"", ""Serves cocktails"", ""Serves coffee"", ""Serves halal food"", ""Serves happy-hour drinks"", ""Serves organic dishes"", ""Has private dining room"", ""Quick bite"", ""Serves small plates"", ""Serves spirits"", ""Serves vegetarian dishes"", ""Serves wine""]","[""Free of charge street parking"", ""Free parking lot"", ""Plenty of parking""]","[""Accepts credit cards"", ""Accepts debit cards"", ""Accepts NFC mobile payments"", ""Credit cards""]","[""Dogs allowed""]","[""Accepts reservations""]","[""Popular for lunch"", ""Popular for dinner"", ""Good for solo dining""]","[""Has outdoor seating"", ""Has no-contact delivery"", ""Offers delivery"", ""Has drive-through"", ""Offers takeaway"", ""Serves dine-in""]"
"138","https://www.google.com/maps/place/Rasoi+Indian+Vegetarian+Restaurant+%C4%90%C3%A0+N%E1%BA%B5ng/data=!4m7!3m6!1s0x31421992fdc4687d:0x10c3dc52e56b59cb!8m2!3d16.048497!4d108.246196!16s%2Fg%2F11nm9t0zvp!19sChIJfWjE_ZIZQjERy1lr5VLcwxA?authuser=0&hl=en&rclk=1","Rasoi Indian Vegetarian Restaurant Đà Nẵng","Indian restaurant","4.7",2072,"0379969559","₫100–300K","201 Lê Quang Đạo, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng 550000",16.0484375,108.2461875,"2025-10-03 14:14:58","[""Has wheelchair-accessible car park"", ""Has wheelchair-accessible entrance"", ""Has wheelchair-accessible seating""]","[""Has bar on site"", ""Has gender-neutral toilets"", ""Has toilet"", ""Has Wi-Fi"", ""Free Wi-Fi""]","[""Casual"", ""Cosy""]","[""Good for kids"", ""High chairs available""]","[""Family friendly"", ""Good for groups"", ""LGBTQ+ friendly"", ""Popular with tourists"", ""Transgender safe space""]","[""Serves breakfast"", ""Serves brunch"", ""Serves lunch"", ""Serves dinner"", ""Has catering"", ""Serves dessert"", ""Has seating"", ""Has table service""]","[]","[""Serves great dessert"", ""Good for watching sport""]","[""Always offers all that you can eat"", ""Serves beer"", ""Serves coffee"", ""Serves small plates"", ""Serves vegan dishes"", ""Serves vegetarian dishes""]","[""Free of charge street parking"", ""Free parking lot"", ""Plenty of parking""]","[""Accepts credit cards"", ""Accepts debit cards"", ""Accepts NFC mobile payments"", ""Credit cards""]","[""Dogs allowed"", ""Dogs allowed outside""]","[""Accepts reservations""]","[""Popular for lunch"", ""Popular for dinner"", ""Good for solo dining""]","[""Has outdoor seating"", ""Has no-contact delivery"", ""Offers delivery"", ""Has drive-through"", ""Offers takeaway"", ""Serves dine-in""]"
"139","https://www.google.com/maps/place/Quan+Chay+Dieu+Hoa+-+Vegan+restaurant+in+Danang/data=!4m7!3m6!1s0x314218399d69152d:0xd424347a0a25b0e1!8m2!3d16.0782729!4d108.2190744!16s%2Fg%2F11hbbkhf3y!19sChIJLRVpnTkYQjER4bAlCno0JNQ?authuser=0&hl=en&rclk=1","Quan Chay Dieu Hoa - Vegan restaurant in Danang","Vegetarian restaurant","4.5",177,"0905504037","₫1–100,000","87/4, Nguyen Du Street, Hai Chau, Da Nang, Đà Nẵng",16.078312500000003,108.21906249999999,"9/29/2025 9:25","[""No wheelchair-accessible car park"", ""No wheelchair-accessible entrance"", ""No wheelchair-accessible seating""]","[""Has toilet""]","[""Casual"", ""Cosy""]","[""Good for kids""]","[""Good for groups"", ""Popular with tourists""]","[""Serves breakfast"", ""Serves brunch"", ""Serves lunch"", ""Serves dinner"", ""Has catering"", ""Serves dessert"", ""Has table service""]","[]","[]","[""Quick bite"", ""Serves small plates"", ""Serves vegan dishes"", ""Serves vegetarian dishes""]","[]","[]","[]","[""Accepts reservations""]","[""Popular for lunch"", ""Popular for dinner"", ""Good for solo dining""]","[""Offers delivery"", ""Offers takeaway"", ""Serves dine-in""]"
"140","https://www.google.com/maps/place/Pho+An+Nam+Da+Nang/data=!4m7!3m6!1s0x314218331805f1a1:0xcacc1ac2ee6d44bc!8m2!3d16.0563121!4d108.222764!16s%2Fg%2F11g9jvnh18!19sChIJofEFGDMYQjERvERt7sIazMo?authuser=0&hl=en&rclk=1","Pho An Nam Da Nang","Pho restaurant","4.4",166,"0905550060","₫1–100,000","45 Trần Văn Trứ, Bình Thuận, Hải Châu, Đà Nẵng 550000",16.056312499999997,108.2228125,"10/1/2025 15:01","[""No wheelchair-accessible car park"", ""No wheelchair-accessible entrance""]","[""Has toilet"", ""Has Wi-Fi"", ""Free Wi-Fi""]","[""Casual""]","[""Good for kids"", ""High chairs available"", ""Has kids' menu""]","[""Family friendly"", ""Good for groups"", ""LGBTQ+ friendly"", ""Popular with tourists"", ""Transgender safe space""]","[""Serves breakfast"", ""Serves brunch"", ""Serves lunch"", ""Serves dinner"", ""Has catering"", ""Has counter service"", ""Serves dessert"", ""Has seating"", ""Has table service""]","[]","[]","[""Always offers all that you can eat"", ""Quick bite"", ""Serves small plates""]","[""Free of charge street parking"", ""Free parking lot"", ""Plenty of parking""]","[""Accepts debit cards"", ""Accepts NFC mobile payments"", ""Credit cards""]","[]","[""Accepts reservations""]","[""Popular for lunch"", ""Popular for dinner"", ""Good for solo dining""]","[""Has outdoor seating"", ""Has no-contact delivery"", ""Offers delivery"", ""Has drive-through"", ""Offers takeaway"", ""Serves dine-in""]"
"141","https://www.google.com/maps/place/SIX+ON+SIX+CAFE+-+BRUNCH+%26+RESTAURANT/data=!4m7!3m6!1s0x31421766e7e7a589:0xd9a579d9ca3dd6d!8m2!3d16.0432336!4d108.2442276!16s%2Fg%2F11dy_jx_2d!19sChIJiaXn52YXQjERbd2jnJ1Xmg0?authuser=0&hl=en&rclk=1","SIX ON SIX CAFE - BRUNCH & RESTAURANT","Restaurant","4.8",2225,"0946114967","₫100–200K","64 Bà Huyện Thanh Quan, Bắc Mỹ An, Ngũ Hành Sơn, Đà Nẵng 550000",16.043187500000002,108.2441875,"2025-10-03 14:15:16","[""Has wheelchair-accessible entrance"", ""Has wheelchair-accessible seating"", ""Has wheelchair-accessible toilet""]","[""Has bar on site"", ""Has gender-neutral toilets"", ""Has toilet"", ""Has Wi-Fi"", ""Free Wi-Fi""]","[""Casual"", ""Cosy"", ""Quiet"", ""Trendy""]","[""Good for kids"", ""High chairs available"", ""Has kids' menu""]","[""Family friendly"", ""Good for groups"", ""LGBTQ+ friendly"", ""Popular with tourists"", ""Transgender safe space"", ""Popular with university students""]","[""Serves breakfast"", ""Serves brunch"", ""Serves lunch"", ""Serves dinner"", ""Has catering"", ""Serves dessert"", ""Has seating"", ""Has table service""]","[""Identifies as women-owned""]","[""Serves great cocktails"", ""Serves great coffee"", ""Serves great dessert"", ""Has great tea selection""]","[""Serves alcohol"", ""Serves beer"", ""Serves cocktails"", ""Serves coffee"", ""Serves happy-hour drinks"", ""Serves organic dishes"", ""Quick bite"", ""Serves small plates"", ""Serves spirits"", ""Serves vegan dishes"", ""Serves vegetarian dishes"", ""Serves wine""]","[""Free of charge street parking"", ""Free parking lot"", ""Plenty of parking""]","[""Accepts credit cards"", ""Accepts debit cards"", ""Accepts NFC mobile payments"", ""Credit cards""]","[""Dogs allowed""]","[""Accepts reservations""]","[""Popular for breakfast"", ""Popular for lunch"", ""Popular for dinner"", ""Good for solo dining""]","[""Has outdoor seating"", ""Has no-contact delivery"", ""Offers delivery"", ""On-site services available"", ""Offers takeaway"", ""Serves dine-in""]"
"142","https://www.google.com/maps/place/Beefsteak+V%C4%A9nh+T%C6%B0%E1%BB%9Dng/data=!4m7!3m6!1s0x3142184b1f0ac2d7:0xbf664b3d9c5a882!8m2!3d16.0662977!4d108.2109519!16s%2Fg%2F11f10dm3qj!19sChIJ18IKH0sYQjERgqjF2bNk9gs?authuser=0&hl=en&rclk=1","Beefsteak Vĩnh Tường","Restaurant","4.1",98,"02363692086","₫1–100,000","325/1 Hùng Vương, Thạc Gián, Thanh Khê, Đà Nẵng 550000",16.066312500000002,108.2109375,"9/29/2025 9:25","[]","[""Has toilet""]","[]","[""Good for kids""]","[""Good for groups""]","[""Serves breakfast"", ""Serves lunch"", ""Serves dinner"", ""Has catering"", ""Has table service""]","[]","[]","[""Quick bite""]","[""Free parking lot""]","[]","[]","[""Accepts reservations""]","[""Popular for lunch"", ""Popular for dinner"", ""Good for solo dining""]","[""Offers delivery"", ""Offers takeaway"", ""Serves dine-in""]"
"143","https://www.google.com/maps/place/Chay+An+L%E1%BA%A1c+T%C3%A2m+%28An+Lac+Tam+Vegetarian%29+CS+1/data=!4m7!3m6!1s0x314219ec83041587:0xb2e0edf84373432b!8m2!3d16.0360094!4d108.216537!16s%2Fg%2F11f31wq3fj!19sChIJhxUEg-wZQjERK0NzQ_jt4LI?authuser=0&hl=en&rclk=1","Chay An Lạc Tâm (An Lac Tam Vegetarian) CS 1","Vegan restaurant","4.4",445,"0935640117","₫1–100,000","117 Phan Đăng Lưu, Hoà Cường Nam, Hải Châu, Đà Nẵng",16.0360625,108.2165625,"10/1/2025 15:01","[""No wheelchair-accessible car park"", ""No wheelchair-accessible entrance"", ""No wheelchair-accessible seating""]","[""Has toilet"", ""Has Wi-Fi"", ""Free Wi-Fi""]","[""Casual"", ""Cosy""]","[""Good for kids"", ""High chairs available"", ""Has kids' menu""]","[""Family friendly"", ""Good for groups"", ""LGBTQ+ friendly"", ""Transgender safe space"", ""Popular with university students""]","[""Serves breakfast"", ""Serves brunch"", ""Serves lunch"", ""Serves dinner"", ""Has catering"", ""Has seating"", ""Has table service""]","[]","[]","[""Always offers all that you can eat"", ""Serves organic dishes"", ""Quick bite"", ""Serves small plates"", ""Serves vegan dishes"", ""Serves vegetarian dishes""]","[""Free of charge street parking"", ""Free parking lot""]","[]","[""Dogs allowed""]","[""Lunch reservations recommended"", ""Accepts reservations""]","[""Popular for lunch"", ""Popular for dinner"", ""Good for solo dining""]","[""Has no-contact delivery"", ""Offers delivery"", ""Offers takeaway"", ""Serves dine-in""]"
"144","https://www.google.com/maps/place/B%C3%AA+Thui+C%C3%B4+V%C3%A2n/data=!4m7!3m6!1s0x314219276578ba2b:0xa025dbafff988393!8m2!3d16.0794993!4d108.2180475!16s%2Fg%2F11t0pb869s!19sChIJK7p4ZScZQjERk4OY_6_bJaA?authuser=0&hl=en&rclk=1","Bê Thui Cô Vân","Restaurant","4.3",23,"0767396886","₫1–100,000","89 Đống Đa, Thạch Thang, Hải Châu, Đà Nẵng 550000",16.079437499999997,108.2180625,"9/29/2025 9:25","[]","[""Has toilet""]","[""Casual""]","[]","[""Good for groups""]","[""Serves dinner"", ""Has catering"", ""Has table service""]","[]","[]","[]","[]","[""Accepts debit cards"", ""Accepts NFC mobile payments"", ""Credit cards""]","[]","[]","[]","[""Has no-contact delivery"", ""Offers delivery"", ""Has drive-through"", ""Offers takeaway"", ""Serves dine-in""]"
